Rank,City,State,Round,ABD,Amount INR CR,Final Category,Sub-Category,Project Name,IT/ITES
33,Faridabad,Haryana,FT,ABD,1.14,Transport,Roads,Road Improvement - Main Access Roads,No
33,Faridabad,Haryana,FT,ABD,0.62,Transport,Roads,Internal Lanes (2320 m length -1.8 m wide ),No
33,Faridabad,Haryana,FT,ABD,0.3,Water & Sanitation,Sanitation Toilets,Community Toilets,No
33,Faridabad,Haryana,FT,ABD,0.5,Water & Sanitation,Water Rain Water Harvesting,RWH,No
33,Faridabad,Haryana,FT,ABD,0.15,Energy & Ecology,Ecology landscaping,Landscaping,No
33,Faridabad,Haryana,FT,ABD,0.8,Energy & Ecology,Energy LED Lighting,Smart Solar LED Street Lights,Yes
33,Faridabad,Haryana,FT,ABD,0.5,Water & Sanitation,Water Supply,Water Supply,No
33,Faridabad,Haryana,FT,ABD,0.5,Water & Sanitation,Sanitation Sewerage,Sewerage,No
33,Faridabad,Haryana,FT,ABD,75,Water & Sanitation,Sanitation Drainage,Drainage,No
33,Faridabad,Haryana,FT,ABD,0.25,Water & Sanitation,Sanitation Toilets,Smart Toilets,Yes
33,Faridabad,Haryana,FT,ABD,0.25,Water & Sanitation,Water Rain Water Harvesting,RWH,No
33,Faridabad,Haryana,FT,ABD,0.25,Energy & Ecology,Ecology landscaping,Landscaping,No
33,Faridabad,Haryana,FT,ABD,0,Transport,Roads,Road Improvement - Main Access Roads,No
33,Faridabad,Haryana,FT,ABD,21.6,Energy & Ecology,Ecology Water Body,Badkal Lake front and Marina Development,No
33,Faridabad,Haryana,FT,ABD,61.6,Transport,Multi Modal Hub,Multimodal Hub,No
33,Faridabad,Haryana,FT,ABD,6.18,Health & Education,Sports,Open Air Smart Gyms,Maybe
33,Faridabad,Haryana,FT,PAN,71.03,Transport,Traffic,ATCS,Yes
33,Faridabad,Haryana,FT,PAN,26.91,Transport,Traffic,Midpoint flow management,Yes
33,Faridabad,Haryana,FT,PAN,9.74,Transport,Parking,Car parking system,No
33,Faridabad,Haryana,FT,PAN,30.3,Transport,Public Transit,Passenger information system,Yes
33,Faridabad,Haryana,FT,PAN,48.98,Transport,Public Transit,E-vehicle module,Maybe
33,Faridabad,Haryana,FT,PAN,4.5,Transport,Public Transit,Fleet management system,Maybe
33,Faridabad,Haryana,FT,PAN,14.64,Governance,Command Centre,Command and Control Centre,Yes
33,Faridabad,Haryana,FT,ABD,1.6,Culture & Heritage,Culture & Heritage Miscellaneous,Smart Urban Village - Fatehpur,No
33,Faridabad,Haryana,FT,ABD,22.81,Culture & Heritage,Culture & Heritage Infrastructure ,Barahi Talab (Ampitheatre area pedestrian walk areacraft bazaar area),No
33,Faridabad,Haryana,FT,PAN,12.5,Miscellaneous,Miscellaneous,Passive Infrastructure,No
33,Faridabad,Haryana,FT,ABD,965,Miscellaneous,Multiple,Mixed Use Development (including Multimodal hub mix use mixed use development in other vacant plots skill development centre,No
34,Amritsar,Punjab,II,ABD,5.9,Energy & Ecology,Energy 24x7 Supply,24x7 ELECTRICAL SUPPL,No
34,Amritsar,Punjab,II,ABD,335.44,Water & Sanitation,Water Supply,ADEQUATE WATER SUPPLY INCLUDING WASTE  WATER RECYCLING & STORM WATER MANAGEMENT,No
34,Amritsar,Punjab,II,ABD,18.98,Water & Sanitation,Sanitation SWM,SANITATION INCLUDING SOLID WASTE MANAGEMENT,No
34,Amritsar,Punjab,II,ABD,136.75,Transport,Traffic,MOBILITY & INTELLIGENT TRAFFIC MANAGEMENT,No
34,Amritsar,Punjab,II,ABD,113.08,Energy & Ecology,Ecology Open Spaces,OPEN SPACE & VISIBLE IMPROVEMENT OF URBAN AREA,No
34,Amritsar,Punjab,II,PAN,442.5,Water & Sanitation,Sanitation SWM,INTELLIGENT SOLID WASTE MANAGEMENT,Yes
34,Amritsar,Punjab,II,PAN,90,Governance,Governance,E GOVERNANCE,Yes
34,Amritsar,Punjab,II,PAN,600,Energy & Ecology,Energy Gas,PIPED LOCAL GAS NETWORK DISTRIBUITION SYSTEM,No
34,Amritsar,Punjab,II,ABD,202.33,Miscellaneous,Miscellaneous,REDEVLOPMENT OF PUBLIC AMENITIES & FACILITIES BY DECONGESTING CITY CORE,No
34,Amritsar,Punjab,II,ABD,784,Miscellaneous,Miscellaneous,RELOCATION OF POLLUTING DENSED URBAN CLUSTERS FROM CORE CITY,No
34,Amritsar,Punjab,II,PAN,656.9,Miscellaneous,Multiple,TRAFFIC & MOBILITY,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,426.75,Transport,Public Transit,Kalyan station precinct improvement,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,34.85,Transport,Roads,Network of complete streets,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,5.1,Transport,Roads,Junction design,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,24,Energy & Ecology,Ecology Water Body,Development of 2km long waterfront,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,1,Water & Sanitation,Water Recycling,Bio-filter green house for waste water,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,6.46,Energy & Ecology,Energy LED Lighting,Solar panels and LED lights,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,2,Governance,Security Miscellaneous,Security infrastructure,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,2,Energy & Ecology,Ecology Water Body,Flood protection wall,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,31,Water & Sanitation,Sanitation SWM,Closure of Adharvadi dumpsite,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,2,Water & Sanitation,Sanitation Methenation Plant,10 MT bio-methenation plannt at Wadeghar,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,0.18,Water & Sanitation,Sanitation Bins,Garbage bins at hh level for segregation & IEC campaign,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,190,Energy & Ecology,Energy Renewable,Processing and treatment at Umbarde (waste to energy),No
35,Kalyan-Dombivali,Maharashtra,II,ABD,12.6,Water & Sanitation,Sanitation Sewerage,Augmentation of sewerage network,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,12,Water & Sanitation,Sanitation Sewerage,Augmentation of pumping station capacity,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,20.8,Energy & Ecology,Energy Solar,Installation of grid connection solar PV panels,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,19.2,Miscellaneous,Utility Duct,Laying of underground cables,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,30.61,Water & Sanitation,Water Metering,Installation of smart meters at hh level,Yes
35,Kalyan-Dombivali,Maharashtra,II,ABD,120,Energy & Ecology,Ecology Water Body,Lake interlinking and realigning of storm water drains,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,1.5,Energy & Ecology,Ecology Water Body,Development of lake precinct,No
35,Kalyan-Dombivali,Maharashtra,II,ABD,0,Governance,Governance,Preparation of town planning scheme for the area,No
35,Kalyan-Dombivali,Maharashtra,II,PAN,35.5,Governance,Governance,City Service Management Centre- My City App,Yes
35,Kalyan-Dombivali,Maharashtra,II,PAN,118.73,Water & Sanitation,Water Quality Control,City Service Management Centre- Smart water management,Yes
35,Kalyan-Dombivali,Maharashtra,II,PAN,4.25,Water & Sanitation,Sanitation Sewerage,City Service Management Centre- Sewerage management,Yes
35,Kalyan-Dombivali,Maharashtra,II,PAN,1.43,Water & Sanitation,Sanitation SWM,City Service Management Centre- Automated solid waste management,Yes
35,Kalyan-Dombivali,Maharashtra,II,PAN,0,Governance,Governance,City Service Management Centre- Greivance Redressal,Yes
35,Kalyan-Dombivali,Maharashtra,II,PAN,32.71,Transport,Traffic,Intelligent traffic management system,Yes
35,Kalyan-Dombivali,Maharashtra,II,PAN,53.55,Transport,Public Transit,Transit management- Vehicle tracking GPS for buses,Yes
35,Kalyan-Dombivali,Maharashtra,II,PAN,13,Transport,Parking,Parking management- wifi enabled parking meters,Yes
35,Kalyan-Dombivali,Maharashtra,II,PAN,125,Governance,Security Surveillance,Safety and Survelliance system,Yes
35,Kalyan-Dombivali,Maharashtra,II,ABD,115.3,Miscellaneous,Multiple,Development of physical and social trunk infrastructrue,No
36,Ujjain,Rajasthan,II,ABD,27.66,Culture & Heritage,Religious,"""Tapovan"" - Spiritual and Yoga Center",No
36,Ujjain,Rajasthan,II,ABD,126.74,Culture & Heritage,Religious,"""Aradhana Path"" - .Religious Heritage Corridor",No
36,Ujjain,Rajasthan,II,ABD,34.48,Energy & Ecology,Ecology Water Body,"""Rudra Sagar"" - Lake Restoreation",No
36,Ujjain,Rajasthan,II,ABD,34.1,Culture & Heritage,Heritage ,"""Dharowar Path"" - Heritage Conservation and Heritage Wa!lk",No
36,Ujjain,Rajasthan,II,ABD,13.9,Culture & Heritage,Religious,"""Agrahara"" - Traditional accomodation facilities for Devotees",No
36,Ujjain,Rajasthan,II,ABD,63.9,Energy & Ecology,Ecology Open Spaces,"""Vatilka"" - City (Mahakal Van) and Neighbouhood Parks",No
36,Ujjain,Rajasthan,II,ABD,92.05,Transport,Multi Modal Hub,Multi Modal Transit Station and Transfer Facilities,No
36,Ujjain,Rajasthan,II,ABD,42,Transport,Multi Modal Hub,"""Parvartan Path"" - - Transit Oriented Development",No
36,Ujjain,Rajasthan,II,ABD,50.45,Health & Education,Education,"""Gyana Mandal"" -Knowledge hub",No
36,Ujjain,Rajasthan,II,ABD,58.6,Energy & Ecology,Ecology Open Spaces,Urban Park,No
36,Ujjain,Rajasthan,II,ABD,478.84,Housing,EWS Housing,"""Ashray"" - Slum/Mill Workers/Affordable Housing",No
36,Ujjain,Rajasthan,II,ABD,6,Health & Education,Health,"""Arogya"" - Health Facilities",No
36,Ujjain,Rajasthan,II,ABD,45.2,Water & Sanitation,Water Supply,24 X 7 Water Supply,No
36,Ujjain,Rajasthan,II,ABD,149.53,Water & Sanitation,Sanitation Sewerage,Waste Water Disposal and Management,No
36,Ujjain,Rajasthan,II,ABD,1.56,Water & Sanitation,Sanitation SWM,Waste Management,No
36,Ujjain,Rajasthan,II,ABD,125.99,Transport,Traffic,Mobility,No
36,Ujjain,Rajasthan,II,ABD,297.66,Energy & Ecology,Energy 24x7 Supply,24X 7 Power Supply,No
36,Ujjain,Rajasthan,II,ABD,32.1,Energy & Ecology,Energy Gas,Gas Distribution,No
36,Ujjain,Rajasthan,II,ABD,18.02,Governance,Security Street Lighting,Street Lighting Security and Surveillance,No
36,Ujjain,Rajasthan,II,ABD,13.13,IT,Wifi,Telecom and IT Connectivty,Yes
36,Ujjain,Rajasthan,II,ABD,76.05,Miscellaneous,Utility Duct,Under Ground Utility Duct,No
36,Ujjain,Rajasthan,II,ABD,8.55,Health & Education,Health,Health & Education,No
36,Ujjain,Rajasthan,II,PAN,14,Governance,Command Centre,Central Command & Control Center,Yes
36,Ujjain,Rajasthan,II,PAN,84.64,Transport,Traffic,Traffic Management,Yes
36,Ujjain,Rajasthan,II,PAN,99.87,Governance,Security Miscellaneous,Safety & Security Management,Maybe
36,Ujjain,Rajasthan,II,PAN,23.02,Water & Sanitation,Sanitation SWM,Waste Management,Maybe
36,Ujjain,Rajasthan,II,PAN,31.68,Governance,Communication,Information Dissemination,No
36,Ujjain,Rajasthan,II,PAN,54,IT,IT Infrastructure ,Multi-purpose backbone Communication Network,Yes
36,Ujjain,Rajasthan,II,ABD,45.43,Economy,Economy multiple,"""Artha kshetra"" - Economic hub Mixed Use TOD Community",No
36,Ujjain,Rajasthan,II,ABD,27,Economy,Economy multiple,"""Unnatti"" -Incubation and SkilI Development",No
37,Tirupati,Andhra Pradesh,II,ABD,2.58,Water & Sanitation,Water Supply,Individual HH service connections,No
37,Tirupati,Andhra Pradesh,II,ABD,5.41,Water & Sanitation,Water Supply,Laying/augmentation of distribution network,No
37,Tirupati,Andhra Pradesh,II,ABD,6.6,Water & Sanitation,Water Supply,Construction of ELSRs/GLSRs,No
37,Tirupati,Andhra Pradesh,II,ABD,22.61,Water & Sanitation,Sanitation ICT,SCADA/DMA,Yes
37,Tirupati,Andhra Pradesh,II,ABD,17.3,Water & Sanitation,Water Metering,Smart Water Meters,Yes
37,Tirupati,Andhra Pradesh,II,ABD,14.34,Water & Sanitation,Sanitation Sewerage,Individual Sanitary connections,No
37,Tirupati,Andhra Pradesh,II,ABD,4,Water & Sanitation,Sanitation Sewerage,Waste Water collection network - Additional waste collection network,No
37,Tirupati,Andhra Pradesh,II,ABD,18.73,Water & Sanitation,Sanitation ICT,Manhole Monitoring System 700 manholes,Yes
37,Tirupati,Andhra Pradesh,II,ABD,20,Water & Sanitation,Sanitation Sewerage,New secondary level STP 20 MLD,No
37,Tirupati,Andhra Pradesh,II,ABD,0.75,Water & Sanitation,Sanitation Storm Water,Green Streets for storm water percolation,No
37,Tirupati,Andhra Pradesh,II,ABD,0.5,Transport,NMT,VM - Walkways,No
37,Tirupati,Andhra Pradesh,II,ABD,0.63,Transport,Para Transit,VM - E-Rickshaw,No
37,Tirupati,Andhra Pradesh,II,ABD,0.5,Culture & Heritage,Religious,VM - Pilgrim Facility,No
37,Tirupati,Andhra Pradesh,II,ABD,3.93,Transport,Pedestrian Infrastructure,VM - Public Realm,No
37,Tirupati,Andhra Pradesh,II,ABD,3,Transport,Pedestrian Infrastructure,VM - Pedestrian Crossover,No
37,Tirupati,Andhra Pradesh,II,ABD,0.73,Transport,Pedestrian Infrastructure,HKP - Public Realm,No
37,Tirupati,Andhra Pradesh,II,ABD,2.8,Transport,NMT,Dedicated Cycle Track,No
37,Tirupati,Andhra Pradesh,II,ABD,4.48,Transport,NMT,Walkways,No
37,Tirupati,Andhra Pradesh,II,ABD,170.24,Transport,Roads,Rejuvenating the existing road system to urban standards (167 Km),No
37,Tirupati,Andhra Pradesh,II,ABD,1.31,Transport,NMT,Public Bike Sharing - 3 bikes,No
37,Tirupati,Andhra Pradesh,II,ABD,4,Transport,Public Transit,Smart Bus Stops,Maybe
37,Tirupati,Andhra Pradesh,II,ABD,1.25,Transport,Para Transit,Replacing Diesel Autos with E Rickshaws,No
37,Tirupati,Andhra Pradesh,II,ABD,12.5,Transport,Public Transit,Recommending Battery Operated Buses as Intra City  Buses,No
37,Tirupati,Andhra Pradesh,II,ABD,0.75,Transport,Traffic,Signalisation at Intersections,No
37,Tirupati,Andhra Pradesh,II,ABD,16,Transport,Traffic,Signage Road Marking & Wayfinding & Cultural Signage,No
37,Tirupati,Andhra Pradesh,II,ABD,1,Culture & Heritage,Religious,Pilgrim Facility Centres (kiosks Water ATMs Etc.),No
37,Tirupati,Andhra Pradesh,II,ABD,63.61,Transport,Multi Modal Hub,Transport Hub,No
37,Tirupati,Andhra Pradesh,II,ABD,16.5,Transport,Parking,MMTH-MLCP,No
37,Tirupati,Andhra Pradesh,II,ABD,1.19,Transport,Public Transit,Bus depot,No
37,Tirupati,Andhra Pradesh,II,ABD,16.85,Transport,Parking,MLCP - below Sport facility,No
37,Tirupati,Andhra Pradesh,II,ABD,16.87,Transport,Parking,Vegetable Market - MLCP,No
37,Tirupati,Andhra Pradesh,II,ABD,167.5,Economy,Hotel ,Hotel,No
37,Tirupati,Andhra Pradesh,II,ABD,17.79,Housing,Hostel,Dormitory accommodation,No
37,Tirupati,Andhra Pradesh,II,ABD,19.32,Culture & Heritage,Religious,Meditation centre,No
37,Tirupati,Andhra Pradesh,II,ABD,31,Health & Education,Health,Medicine centre,No
37,Tirupati,Andhra Pradesh,II,ABD,11.52,Economy,Retail,Retail  + food court,No
37,Tirupati,Andhra Pradesh,II,ABD,5.51,Health & Education,Education,Library,No
37,Tirupati,Andhra Pradesh,II,ABD,10.63,Culture & Heritage,Theatre,Performing arts centre,No
37,Tirupati,Andhra Pradesh,II,ABD,9.11,Economy,Skill Development,Skill Development Centre,No
37,Tirupati,Andhra Pradesh,II,ABD,20.2,Culture & Heritage,Museum,Museum,No
37,Tirupati,Andhra Pradesh,II,ABD,15,Economy,Incubation Centre,Incubation Centre,No
37,Tirupati,Andhra Pradesh,II,ABD,75.25,Economy,Market,Refurbishment of Vegetable Market,No
37,Tirupati,Andhra Pradesh,II,ABD,1,Economy,Market,Vendor Zone,No
37,Tirupati,Andhra Pradesh,II,ABD,88.5,Housing,EWS Housing,Housing at TMC Colony,No
37,Tirupati,Andhra Pradesh,II,ABD,15.36,Housing,In-Situ Upgradation,Beneficiary linked Housing,No
37,Tirupati,Andhra Pradesh,II,ABD,0.5,Health & Education,Health,5 X Primary Health Centre,No
37,Tirupati,Andhra Pradesh,II,ABD,2,Water & Sanitation,Water Rain Water Harvesting,Incentive for Rain Water harvesting in pvt bldg.,No
37,Tirupati,Andhra Pradesh,II,ABD,10,Energy & Ecology,Ecology Water Body,Environment Education and Lake restoration in Chennareddy colony Environment Education and Lake restoration in Chennareddy colony & Govindaraja swami pushkarni,No
37,Tirupati,Andhra Pradesh,II,ABD,62.12,Health & Education,Sports,Sports facility near TUDA,No
37,Tirupati,Andhra Pradesh,II,ABD,32.02,Energy & Ecology,Ecology Open Spaces,refurbishment of 5 parks,No
37,Tirupati,Andhra Pradesh,II,ABD,6.21,Water & Sanitation,Sanitation Toilets,Community Toilets,No
37,Tirupati,Andhra Pradesh,II,ABD,5.11,Water & Sanitation,Sanitation Toilets,E-Public Toilets,Yes
37,Tirupati,Andhra Pradesh,II,ABD,1.68,Water & Sanitation,Sanitation Toilets,School Toilets,No
37,Tirupati,Andhra Pradesh,II,ABD,1.5,Water & Sanitation,Sanitation Bins,Smart Bins (solar compaction) - 60 bins,Yes
37,Tirupati,Andhra Pradesh,II,ABD,42.67,Water & Sanitation,Sanitation ICT,RFID based door to door collection,Yes
37,Tirupati,Andhra Pradesh,II,ABD,1.08,Economy,Livelihood,Dignified Work Program,No
37,Tirupati,Andhra Pradesh,II,ABD,0.3,Governance,Communication,RRRRD (reduce reuse recycle recover disposal) Intensive campaign,No
37,Tirupati,Andhra Pradesh,II,ABD,3,Water & Sanitation,Sanitation Compactor,50 mini compactors for door to door collection,No
37,Tirupati,Andhra Pradesh,II,ABD,0.03,Water & Sanitation,Sanitation ICT,GPS based vehicle tracking,Yes
37,Tirupati,Andhra Pradesh,II,ABD,0.1,Water & Sanitation,Sanitation Miscellaneous,C and D waste management research project,No
37,Tirupati,Andhra Pradesh,II,ABD,30,Energy & Ecology,Energy Solar,Installation of solar roof tapping,No
37,Tirupati,Andhra Pradesh,II,ABD,226.51,Miscellaneous,Utility Duct,Underground electric wiring,No
37,Tirupati,Andhra Pradesh,II,ABD,5.69,Energy & Ecology,Energy Metering,Smart Meters,Yes
37,Tirupati,Andhra Pradesh,II,PAN,4.84,IT,Wifi,Wifi Core,Yes
37,Tirupati,Andhra Pradesh,II,PAN,4.48,IT,Wifi,Wifi AP,Yes
37,Tirupati,Andhra Pradesh,II,PAN,0.98,Governance,Security Surveillance,Surveillance camera,Yes
37,Tirupati,Andhra Pradesh,II,PAN,0.62,Transport,Para Transit,EV Charging,No
37,Tirupati,Andhra Pradesh,II,PAN,0.07,Energy & Ecology,Ecology quality monitor,Environment sensors - Noise air radiation levels etc.,Yes
37,Tirupati,Andhra Pradesh,II,PAN,38.15,Governance,Command Centre,City Operations Centre,Yes
37,Tirupati,Andhra Pradesh,II,PAN,99.5,Transport,Traffic,Intelligent Traffic & Transport Management System,Yes
37,Tirupati,Andhra Pradesh,II,PAN,5,Governance,Command Centre,Integrated City Collaboration Building,Yes
37,Tirupati,Andhra Pradesh,II,ABD,1,Miscellaneous,Miscellaneous,Miscellaneousellaneous,No
37,Tirupati,Andhra Pradesh,II,PAN,32.31,IT,IT Infrastructure ,I-Poles,Yes
37,Tirupati,Andhra Pradesh,II,PAN,36.31,IT,IT Infrastructure ,I-Poles Side street(Panel),Yes
37,Tirupati,Andhra Pradesh,II,PAN,4.5,IT,IT Infrastructure ,ISP 1G cost (Recurring cost year on year),Yes
37,Tirupati,Andhra Pradesh,II,PAN,4.03,IT,IT Miscellaneous,Mobile Application,Yes
37,Tirupati,Andhra Pradesh,II,PAN,10,IT,IT Miscellaneous,System Management,Yes
38,Nagpur,Maharashtra,II,ABD,88,Water & Sanitation,Water Supply,24x7 WS for PBP area,No
38,Nagpur,Maharashtra,II,ABD,70,Water & Sanitation,Sanitation Multiple,Integrated WW and SWD project,No
38,Nagpur,Maharashtra,II,ABD,100,Miscellaneous,Utility Duct,Utility Ducting,No
38,Nagpur,Maharashtra,II,ABD,8,Energy & Ecology,Energy Gas,Piped gas network,No
38,Nagpur,Maharashtra,II,ABD,44,Energy & Ecology,Energy Smart Grid,Smart Electricity Grid (smart meters and SCADA system),Yes
38,Nagpur,Maharashtra,II,ABD,220,Transport,Roads,Project TenderSURE (Road and NMT),No
38,Nagpur,Maharashtra,II,ABD,37,Transport,Public Transit,MOVE PEOPLE initiative (e-buses),No
38,Nagpur,Maharashtra,II,ABD,3,Transport,Public Transit,Smart Bus shelters,Maybe
38,Nagpur,Maharashtra,II,ABD,0.1,Transport,NMT,"Project ""Share a Bike"" (PBS)",No
38,Nagpur,Maharashtra,II,ABD,5,Transport,Para Transit,E-rickshaws,No
38,Nagpur,Maharashtra,II,ABD,15,Transport,Parking,Automated MLCP at Pardi,Yes
38,Nagpur,Maharashtra,II,ABD,30,Housing,EWS Housing,"Project ""HOME SWEETHOME""",No
38,Nagpur,Maharashtra,II,ABD,10,Health & Education,Education,"Project ""SHIKSHIT and NIRAMAY PBP""",No
38,Nagpur,Maharashtra,II,ABD,15,Economy,Skill Development,"Project ""KAUSHAL PBP"" (multi-skill development center)",No
38,Nagpur,Maharashtra,II,ABD,1,Governance,Security Surveillance,"Project ""ABHAY"" (CCTV police kiosk)",Yes
38,Nagpur,Maharashtra,II,ABD,1,Governance,Security Surveillance,"Project ""SURAKSHA APP",Yes
38,Nagpur,Maharashtra,II,ABD,2,Economy,Vendor,Public market Places,No
38,Nagpur,Maharashtra,II,ABD,13,Culture & Heritage,Visual Art & Science,"Project ""Attractive Public Realm"" and public art installation",No
38,Nagpur,Maharashtra,II,ABD,150,Energy & Ecology,Ecology Water Body,"Project ""Nirmal Nag River""",No
38,Nagpur,Maharashtra,II,ABD,5,Energy & Ecology,Ecology Open Spaces,Five public gardens and Landscaping,No
38,Nagpur,Maharashtra,II,ABD,7,Water & Sanitation,Sanitation SWM,"Project ""Zero Garbage Society""",No
38,Nagpur,Maharashtra,II,ABD,1,Water & Sanitation,Sanitation Bins,Smart trash bins,Maybe
38,Nagpur,Maharashtra,II,ABD,45,Energy & Ecology,Ecology Miscellaneous,"Project ""Green Light""",No
38,Nagpur,Maharashtra,II,ABD,5,Water & Sanitation,Water Rain Water Harvesting,Rainwater harvesting,No
38,Nagpur,Maharashtra,II,ABD,1,IT,Wifi,Wi-Fi hubs,Yes
38,Nagpur,Maharashtra,II,ABD,0,Governance,Security Surveillance,Smart police kiosk,Maybe
38,Nagpur,Maharashtra,II,ABD,0,Governance,Security Miscellaneous,ORANGE city Kiosk,No
38,Nagpur,Maharashtra,II,PAN,75,Governance,Governance,Nagpur City Community Network (NCCN),No
38,Nagpur,Maharashtra,II,PAN,28,Governance,Command Centre,Unified Operations and Command and Control Centre,Yes
38,Nagpur,Maharashtra,II,PAN,23.26,Water & Sanitation,Sanitation SWM,Smart Garbage Solution,Maybe
39,Mangalore,Karnataka,II,ABD,29.21,Transport,Roads,Retrofit Car Street & areas of Sri Venkatramana Temple as Religious Zone,No
39,Mangalore,Karnataka,II,ABD,12.5,Health & Education,Sports,Community Level Facilities along with international swimming pool,No
39,Mangalore,Karnataka,II,ABD,1.44,Economy,Market,Retrofit of Fish Market,No
39,Mangalore,Karnataka,II,ABD,50.63,Economy,Market,Redevelopment of Central Market,No
39,Mangalore,Karnataka,II,ABD,7.29,Economy,Hotel ,Redevelopment of Vacant Premises of DC office into Hotel Retail Shops and Speciality Restaurants,No
39,Mangalore,Karnataka,II,ABD,88.46,Economy,Market,Redevelopment of Fisheries Harbour along with fish market & ancilliary facities,No
39,Mangalore,Karnataka,II,ABD,67.24,Economy,Redevelopment,Retrofitting of 6 tile factories into Hotel Auditorium Convention Centre Museum Marina with retail and Speciality Restaurants,No
39,Mangalore,Karnataka,II,ABD,10.43,Economy,Redevelopment,Redevelopment of Brick Factory into retail/ commercial development (retail shop small office),No
39,Mangalore,Karnataka,II,ABD,72.9,Health & Education,Health,Upgradation of Wenlock & Lady Goshen Hospital,No
39,Mangalore,Karnataka,II,ABD,3.3,Economy,Skill Development,Skill Development and Safety Training Centre,No
39,Mangalore,Karnataka,II,ABD,16,Health & Education,Education,Implementation of e?smart schools in all government schools,Yes
39,Mangalore,Karnataka,II,ABD,78,Energy & Ecology,Ecology Water Body,Water front Marina Develpment,No
39,Mangalore,Karnataka,II,ABD,10.74,Energy & Ecology,Ecology Water Body,Development of Waterfront Gardens,No
39,Mangalore,Karnataka,II,ABD,7.02,Energy & Ecology,Ecology plantation,Development of Green Area along Connector Road,No
39,Mangalore,Karnataka,II,ABD,7.8,Housing,EWS Housing,EWS Housing,No
39,Mangalore,Karnataka,II,ABD,27.82,Transport,Pedestrian Infrastructure,Specialised Pedestrian Facilities along certain road sections,No
39,Mangalore,Karnataka,II,ABD,9.9,Transport,Public Transit,Retrofit of Bus Station,No
39,Mangalore,Karnataka,II,ABD,150,Transport,Roads,Widening of Roads,No
39,Mangalore,Karnataka,II,ABD,91.17,Transport,Parking,Development of MLCP with retail space near Hampankatta Junction,No
39,Mangalore,Karnataka,II,ABD,150,Transport,Pedestrian Infrastructure,Upgradation of Roads with footpaths,No
39,Mangalore,Karnataka,II,ABD,12.46,Transport,Parking,Development of MLCP along Connector Road,No
39,Mangalore,Karnataka,II,ABD,4.35,Energy & Ecology,Ecology plantation,Provision of Road side plantation,No
39,Mangalore,Karnataka,II,ABD,3.31,Transport,Public Transit,Implementation of Smart Bus Shelters,Maybe
39,Mangalore,Karnataka,II,ABD,4.4,IT,Wifi,100% IT connectivity,Yes
39,Mangalore,Karnataka,II,ABD,86.74,Energy & Ecology,Energy Solar,Solar and Recreational Island,No
39,Mangalore,Karnataka,II,ABD,203.32,Energy & Ecology,Energy Solar,Installation of rooftop solar on Govt buildings,No
39,Mangalore,Karnataka,II,ABD,40,Water & Sanitation,Water Metering,100% water supply coverage along with residential meters water quality monitoring and SCADA,Yes
39,Mangalore,Karnataka,II,ABD,10,Water & Sanitation,Water Rain Water Harvesting,Implementation of rain water harvesting in all building having area more than 1000 sqft.,No
39,Mangalore,Karnataka,II,ABD,128.86,Water & Sanitation,Water Recycling,100% waste water coverage with SCADA and connecting the waste water to STP for treatment and reuse,Yes
39,Mangalore,Karnataka,II,ABD,37.5,Water & Sanitation,Sanitation Sewerage,100% underground drainage network for ABD,No
39,Mangalore,Karnataka,II,ABD,1,Energy & Ecology,Ecology quality monitor,Installation of air quality monitoring sensors and connecting them to command and control centre.,Yes
39,Mangalore,Karnataka,II,ABD,4.46,Energy & Ecology,Energy LED Lighting,Conversion of all the lighting in government building into LED,No
39,Mangalore,Karnataka,II,ABD,21.79,Energy & Ecology,Energy LED Lighting,Conversion of all street lights into solar LED,No
39,Mangalore,Karnataka,II,ABD,114.32,Miscellaneous,Utility Duct,IPDS proposals,No
39,Mangalore,Karnataka,II,ABD,4.96,Water & Sanitation,Sanitation Multiple,E?toilets along smart bus shelters,Yes
39,Mangalore,Karnataka,II,PAN,15.58,Governance,Disaster Management IT,ICT and Disaster Safety Components,Yes
39,Mangalore,Karnataka,II,PAN,10,Governance,Governance,Public Mobility App,Yes
39,Mangalore,Karnataka,II,PAN,10,IT,Mapping,Hardware & GPS  Support,Yes
39,Mangalore,Karnataka,II,PAN,2.5,IT,Kiosk,MCC ? Citizen interface APP,Yes
39,Mangalore,Karnataka,II,PAN,15,Transport,Public Transit,Bus shelters with Wi?Fi & E toilets,Yes
